,65Hz_encoding,65Hz_retrieval,43Hz_encoding,43Hz_retrieval,33Hz_encoding,33Hz_retrieval,enc_onset,ret_onset,intercept,outlier
0,-1.282701459487907,0.9861827854689525,-1.6953994728954211,0.4053675677477246,-1.1355986296566565,-0.37684063956437597,0.03307154738424527,-1.1977465414448527,0.42949660047957455,0.0
1,-1.2292966987620695,1.9964263278783028,0.8675763132065242,0.8617214314197602,0.22970895979714695,1.1204233884378099,2.1323581434693777,-2.662203757823362,-1.868075045988015,0.0
2,-0.47475868784228825,0.34387963668839233,-1.285103945311757,0.9561692933224655,-2.225186119488708,0.17089259541207483,0.9769505940104286,-2.4437259764969244,0.27059064406260597,0.0
3,0.2871036551617794,-0.5409195273013608,1.0219953340024281,-0.4856307794140929,1.6437791462334572,-1.0126815409089998,-0.3782895664164876,-0.4488114299133933,-2.0923282906145024,0.0
4,-1.827851977080438,-1.2134947282204516,-1.051077184102793,-1.2195089826178847,-0.14635164216878002,0.07359258989083131,0.3234714885040385,-2.1785883349155193,0.49620737442878676,0.0
5,1.358096984773888,-0.8448423711270207,0.21667425325541514,-0.3015385439137689,1.0425416145441362,-0.6430585134508877,0.3130829015356919,-0.6496086092792354,-1.996084754584576,0.0
6,0.5466022765404095,0.7353667679610866,1.3209019023619983,0.9504291662517134,1.4375287237401897,0.8361013580727266,0.23152918260566077,-0.686072165489603,-2.486029109979497,0.0
7,-0.12885482208521223,-0.7103921095123616,1.0802640074634446,1.0607709699376187,0.7489845920767048,-0.2548597124942031,-0.5152453193772808,0.4802909725174637,-1.5632102958231053,0.0
8,0.1530735372441381,1.78722496630591,1.0953311917352024,0.20501172882223884,0.8378969369821044,1.59388891033966,0.8177358238112765,-0.6633466427450553,-2.430840817683055,0.0
9,0.6935645781638228,-1.2642784961173599,-0.18510317954236308,-0.2918529892897679,1.6924406361324793,-1.7332180964557407,1.1443872361661316,-1.4973289525302107,-0.09715510602220143,0.0
10,-1.1019110079960626,0.019156144816650372,2.0555217214810444,0.003691675244882912,0.3529700498418285,-0.17960863544354358,-0.4000756657201327,-0.6478882239058389,-1.0645175368497608,0.0
11,-0.15146289019321013,-1.24562239994274,-1.302878756639659,-0.5301310251291985,-0.5214765888704092,-1.652370947932668,-0.057048731554708354,-0.8603495290733231,0.6040886693066002,0.0
12,0.018794389250383188,-0.207334772355823,-0.7382844231603749,0.5524923955829147,-0.40376324601129676,-0.31107658843338515,1.7575010923528434,-3.373481646055199,-0.5654309533756912,0.0
13,-0.2242511529019042,0.005086519401650477,-1.6586224079270118,-0.6576948464163175,0.9483892524444424,-1.907231234420828,0.16535614927128153,-2.3621954030481978,0.7083586683727446,3.0
14,1.0265799067718175,-0.6036413009705311,-0.8060140417986604,-0.3630833169400972,1.1338494878278083,-1.405424430519051,1.0893721540441217,-2.2586164560056288,-1.7790656328339172,3.0
15,0.602117936426693,0.04584637888081883,0.9382230244296411,0.16993065434928104,1.618754688481863,-0.42052337616253554,0.6090354431910535,-0.7277064554465634,-1.8473667350091885,3.0
16,0.32621499527854975,0.9808604778598479,0.4164665652456828,0.5866524665775894,-0.0075878338784052595,0.0913492024948839,-0.23444921001074492,-0.8463191224359518,-2.347858418117714,0.0
17,-1.716310804945316,-0.30012618082429654,-0.9168882646350851,-0.7551149766387033,-0.9714746645410565,0.49243198955993417,-0.6519107067693308,-0.6567354714140141,-0.36427974320045325,0.0
18,-1.127963449793428,-1.0031664627195875,-0.31516026720944723,-0.7249057372346376,-1.2144487652886051,-0.9401713298797635,1.0556585650925108,-1.7746134919253826,0.9368786631910606,3.0
19,-1.9859148971098692,-0.1584290469447671,-0.4550198202963764,0.3172982271794674,-1.081525626199744,0.7346995151148484,0.034941015971530896,-1.5626271879091032,-0.797043236826807,0.0
20,-0.556361051817556,-0.45440257701615117,0.5253036796327615,-0.8067612495650107,0.8691338681790561,-0.8634681449003707,0.48636508490437136,-1.565097541182625,-0.931224195911916,0.0
21,0.038974075278977095,-1.8016959356714832,0.9679074614827605,-0.356531385213316,1.5740952278422446,-1.3843473271818163,0.4207394354751481,-1.3513236090715681,-0.7716923611625861,0.0
22,0.33503299488278354,2.1299965771832112,0.5721330423211787,-0.702329250880951,0.07890875773901627,-0.10172110090677428,0.7775632396705043,-1.7904661410900633,-2.1241636546166154,0.0
23,0.7917917369771854,-1.0922763321629778,0.6885441584080776,-1.8212428128144562,0.7601916264353002,0.32845109683482343,-0.12348140820519438,-1.51595037454808,-0.3111946186503607,0.0
24,0.08829148093659898,-1.1247596099229076,0.46315875164739617,-1.876340077046413,-0.6913426063643607,-1.087203493004392,0.28880910550964933,-1.5139943848344561,0.036807425797674695,3.0
25,-0.48774958912640665,-0.0824017071441627,1.8933906802194331,-1.104762267140133,0.5071667496717064,-0.6338534504164827,2.009475643996282,-4.085883467982691,-0.7612644851292644,0.0
26,-0.24984245472435088,-0.5044355119439298,0.9677738952576873,-0.43552690213289386,0.008198638347327685,-0.3891333362287407,-0.43660268589324114,-0.9512082860911496,-3.017997625310393,0.0
27,-1.3434981448818129,-0.9106841080257311,-0.9167895093153374,-1.0180401499198966,-0.14474468273024088,-1.1544380083500287,2.346865688060791,-3.9799858709237563,0.284339559869869,0.0
28,-1.435212450941156,-1.1916256953643907,-1.0121929021762537,-0.6074489347927569,0.351942501248043,0.5893061496250607,1.243933817814574,-2.780691270905834,0.7573248855159601,0.0
29,0.8528991332633978,0.40431337181603577,-0.766506065867923,0.2628967142529401,-0.47333367605326204,0.06598330945566444,0.9014931373891845,-2.2294395178450017,-0.9568283540355504,0.0
30,0.0070071858214020444,1.151879873315463,0.43358471796765746,-0.3336037704039624,1.165073666638478,0.9774573891621148,0.6360098039875738,-0.7702599256311412,-2.350424298318589,0.0
31,-2.405515590469958,0.20268291465057092,-0.277230049487889,-0.12852637522070187,-1.2243652048528966,0.8710493586224336,2.0135812452085116,-3.3028783464451474,-0.33204405522577674,3.0
32,1.7853092169609275,-1.1129763079704498,0.3062539841439079,-0.21576921287311523,1.0297099571059898,-0.7566891456084309,0.17917062358064278,-1.2611170192638328,-2.095072334368649,0.0
33,-0.027189214233072953,-0.45494122068016785,0.1164315349383873,-0.28528409445221153,0.419566887782133,0.27236963195477704,3.2240787093948247,-4.204985556329393,-1.067806054513748,3.0
34,0.05401438820945524,0.9002788954054086,0.5316125905033363,-0.0876337558431171,0.5748173109671936,0.004037568717876902,2.571885218963775,-3.9386753670831522,-3.0868034565235507,0.0
35,-0.05372310081709068,-0.4843024277786831,1.1712359195897186,0.4304297256777742,0.7838594529807794,0.2646121287338077,2.5287796320812896,-2.8953709617764627,-1.7200083266855186,0.0
36,1.2928180501194577,0.2515105885698662,0.4180600312257602,-0.28323249666804085,0.2965666044747488,-0.9211147809697735,0.5367665523704191,-1.1766575496094667,-1.982721788319499,0.0
37,-1.162642996948379,1.5446165549789144,0.07883475237220589,-0.1040006914415076,-0.4209584940248251,1.292037654233421,-0.5306605813211607,-0.031045568372945278,0.1478675594950632,0.0
38,0.2251317553414128,-0.8909275050172886,-0.38237411777240615,-0.9824006947266476,0.3049349457124422,1.5339285587650595,1.2136463870903933,-1.3922585630908912,-0.3809006489341153,3.0
39,-1.4218292665759011,0.887373578177215,-1.6367037989680893,0.12914186323657242,-2.0305159633878502,0.16978639067736367,0.39347361345324733,-1.4034333557764787,-0.21635836858009064,0.0
40,-1.0047248047230517,-1.0735130221713602,-0.24773331059402975,-0.829361829223954,-1.7192411653404573,-0.66397825825946,2.344188109391545,-3.3404664108501505,-0.4280199138110252,3.0
41,-1.9159257779575989,1.858329596451279,-2.180163269219146,2.512063339030098,-1.692047919444812,0.5004960424157852,1.299082320847795,-2.4111013391200293,-2.1640825972497852,4
42,0.607468637791287,0.3268658096637845,-0.8622558177704325,1.426266961837481,-2.251937772990866,1.0535787657932152,1.4047510855010672,-2.0295629712387653,-2.2661794804674344,0.0
43,-1.069831627027645,0.3951551340547867,0.01835083755571796,-1.478940951147708,-0.9009371836269007,0.2264747393474434,3.0559595745557964,-3.826962346556502,-1.128350751901065,0.0
